Id	Sentence	Expert Judgement	Crowd Flower Judgements	Average	Dataset
238	This inadequate amount of fuel force us to use less cars.	3	[3, 3, 3, 3, 4]	3.1666666666666665	dev
239	One of this important element is internet.	3	[3, 4, 3, 3, 2]	3.0	dev
240	You can only be successfull by learning new stuff and trying it too, by being an open and creative mind.	4	[4, 3, 4, 4, 3]	3.6666666666666665	dev
241	Of course he can always improve his knowledge and find new goals to reach in the same field, like a researcher does, but I think that not only it is more boring and less stimulating for our brain but it lessens one's possibilities to find a job in another work's field.	3	[4, 2, 3, 4, 3]	3.1666666666666665	train
242	When the woods become more because the damage, they have to hire mnay workers to work for them, so it help create additional jobs for local residents.	2	[2, 2, 3, 2, 1]	2.0	train
243	And he made three views to support his opinion.	4	[3, 4, 3, 4, 3]	3.5	train
244	Also, I have traveled in a group without tour guide.	3	[3, 4, 3, 3, 3]	3.1666666666666665	test
245	Firstly the striped bass consume large quantitiy of menhaden, secondly this fish is also a source of protein for farm animal, and fishing industry gives work some people in Virginia.	3	[3, 3, 2, 3, 4]	3.0	dev
246	the school teachers there the one who take the future of youg genaration so we have to give them to get the better knowledge.	2	[2, 3, 3, 1, 2]	2.1666666666666665	test
247	They were drove settlements in other domain.	2	[2, 2, 3, 3, 4]	2.6666666666666665	dev
248	also the birds could not know diriction when they want to return home.	3	[3, 3, 3, 3, 3]	3.0	train
249	The time line about this danger, which i have already given in the above discussion is so predictable that one can have even calculations about it if he/she has both the population and existing fuel count.	3	[3, 4, 3, 2, 4]	3.1666666666666665	dev
250	I think people should travel by making decision by themselves with sevral reasons.	2	[3, 3, 3, 3, 3]	2.8333333333333335	dev
251	They love to travel distances without an interruption, to go to unknown places.	4	[3, 4, 3, 4, 3]	3.5	train
252	This is because the grade	0	[]	0.0	none
253	For example, you cannot go to a specific place you want to go without your car.	4	[3, 4, 4, 4, 4]	3.8333333333333335	train
254	Then, I thought it was so grotesc, becouse human ate a human, I was so supraised.	3	[2, 2, 2, 3, 2]	2.3333333333333335	train
255	I Furthermore, if majority of people don't use car when they go to work or meet friend, we can protect worse air pollution and keep gas economy.	3	[2, 3, 4, 2, 1]	2.5	train
256	They try to make some products more that what it is, and discraibe it as mignfcient.	3	[3, 2, 3, 2, 3]	2.6666666666666665	train
257	so this test is very important with theirs.	2	[3, 3, 2, 3, 3]	2.6666666666666665	test
258	At this time you need to go deeply, to get a comprehensive thoughts about the subject.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
259	but most time it is important because most student is not baly and his think and ideas is very important.	2	[3, 1, 3, 2, 2]	2.1666666666666665	test
260	life is like a journey, young people is a beginner in this journey while old people almost finish the journey.	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
261	Otherwise, it will be a problem for us to understand certain thing in life.	3	[4, 3, 3, 3, 4]	3.3333333333333335	test
262	Indeed, they threat lot of freshwater fish species because they need to eat and to find different kind of food in the oceans.	3	[3, 4, 2, 4, 2]	3.0	dev
263	For example, if the city says that 8am~9 am is the most busiest time, than worker would argues that they drive a bit later	3	[3, 2, 3, 3, 2]	2.6666666666666665	dev
264	I myself like to participate in kind of activities and meet many people who would like to do.	2	[3, 3, 2, 2, 3]	2.5	test
265	Because that time we had extra time.	4	[3, 4, 4, 3, 3]	3.5	train
266	Second the amount of treasure locations are implausibly large.	3	[3, 3, 2, 4, 3]	3.0	test
267	He mainly concetrate on the questions asked him at the time of interview.	3	[3, 3, 3, 2, 3]	2.8333333333333335	test
268	I still rememder some theories now.	4	[3, 3, 3, 4, 3]	3.3333333333333335	train
269	Educators should provide opportunities for them to learn enough knowledge to survive the real world.	4	[4, 4, 4, 3, 4]	3.8333333333333335	dev
270	becaese when we learn about some subjects we should have more information about what we study so that the student will get the information more easier and more better and this is my first reason .	3	[3, 3, 2, 2, 2]	2.5	test
271	In a market economy the price must reflect costs of the product and consumer's willingness to buy the product.	4	[3, 3, 4, 4, 3]	3.5	test
272	some tour guide who will want to set maximum security make tour difficult because you will only have a wonderful view throught the bus.	3	[3, 3, 3, 3, 2]	2.8333333333333335	test
273	This is because people who earn fewer money than other people save the money before raising the gas tax.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
274	Due to that fact, we tend to lose some trully beautifull and valuable things from our lives and concentrate on materialistic ones that do not satisfy us completely.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
275	Without the broader knowledge, specialisations will be impossible.	4	[3, 3, 4, 4, 3]	3.5	train
276	As we face various types of occasions and situations, our judgement system will take an affect.	3	[4, 4, 3, 3, 4]	3.5	train
277	One should have to give training to the workers and the workers who do this talk must have to be well trined.	4	[3, 3, 3, 2, 3]	3.0	train
278	For example, when I am studying for tests or doing my homework, my grandparents can go out and do what they enjoy.	4	[4, 4, 4, 3, 4]	3.8333333333333335	dev
279	By myself, I can take my own rythm	4	[3, 3, 4, 4, 3]	3.5	train
280	traditional enclopedias are written by trained expert for academic rigor that cannot really achieve.	2	[2, 2, 2, 2, 2]	2.0	dev
281	We have to found the perfect middle.	3	[3, 3, 3, 3, 3]	3.0	train
282	They have this ability can aim to the Earth's magnetic field.	1	[3, 3, 3, 3, 3]	2.6666666666666665	train
283	Because the fashional culture has been changed.	3	[3, 3, 3, 4, 3]	3.1666666666666665	test
284	actually that was so unstable trip.	3	[3, 3, 4, 2, 2]	2.8333333333333335	test
285	It is obvious that after returning i was tired and the night is meant to sleep!.	3	[3, 4, 3, 4, 3]	3.3333333333333335	test
286	If the professor gives the students	0	[]	0.0	none
287	By the time up everyone should be gathered up in a certain place.	3	[4, 2, 3, 3, 3]	3.0	dev
288	Else twenty years down the lane every major city would end up being a pile of metal junkyard, with no place to move around.	3	[3, 4, 2, 3, 3]	3.0	dev
289	for example, in the math classes when the teachers mention the fact of the subject which the student are studing it, it may help to make the student more interesting in the class and more understanding on the lesson.	2	[3, 3, 2, 3, 3]	2.6666666666666665	train
290	Nowadays, we need a person who are capable of all sorts of works.	3	[3, 3, 3, 3, 3]	3.0	test
291	And what are those risks?	4	[4, 4, 4, 4, 3]	3.8333333333333335	dev
292	In contrast, the speaker casts doubt on the conclusion.	4	[4, 4, 3, 4, 4]	3.8333333333333335	dev
293	Television can enhance our lives by producing many channels and timely news.	4	[3, 3, 4, 3, 4]	3.5	train
294	One example is the San Juanico bridge, which is the longest bridge in our country.	4	[3, 4, 4, 4, 4]	3.8333333333333335	train
295	Let me take my experience for example.	4	[3, 3, 3, 4, 3]	3.3333333333333335	train
296	also they study many kinds foreign laguages and another countries cultures.	3	[1, 3, 3, 3, 3]	2.6666666666666665	train
297	Second the live setuation around him.	0	[]	0.0	none
298	In this movie father has handicapped.	2	[3, 2, 4, 3, 2]	2.6666666666666665	dev
299	So the thinking will be ghanged more than the people who live in that day they will try to but ther thinking on the life to make the peple see it and like it .	1	[3, 3, 1, 1, 3]	2.0	train
300	There is no wonder that a company trys to show its product better as much as possible.	3	[3, 4, 3, 3, 2]	3.0	train
301	Finally, fish farming relates to long term wastefulness whcih can pollute the sea.	4	[3, 4, 4, 3, 3]	3.5	test
302	Establishing connections with other researchers will open the door for new projects with other researchers.	4	[4, 4, 3, 4, 3]	3.6666666666666665	test
303	Fo example, in this genaration people watch movies and listen to musics more than read books and novels.	3	[3, 3, 3, 3, 3]	3.0	dev
304	If you traveled alon and got sick there is nobody around you to help you.	3	[3, 3, 3, 3, 3]	3.0	train
305	A yonger part when you hasn't big problem and older part that slowly increase inside you when you became a people with family and with other interes form when he was young when the problem could be only the school or the girlfriend or other little proble respect the proble that you know when you became older.	1	[2, 3, 3, 1, 1]	1.8333333333333333	train
306	Polygraph results are always not allowed in court today.	3	[3, 3, 3, 3, 3]	3.0	train
307	Now I have outstanding scores.	4	[4, 4, 3, 3, 4]	3.6666666666666665	test
308	Our society wants to grow many specialists and employ also need them and they have specialize in one specific subject.	2	[2, 2, 3, 2, 3]	2.3333333333333335	train
309	And fule wont be expnsive who knows may be cars well be run by air or water.	2	[3, 3, 3, 2, 2]	2.5	train
310	Why should a student actually be efficient in only one area ?	4	[3, 3, 4, 4, 4]	3.6666666666666665	train
311	Many of te people take eduction for the sake of their parents happiness.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
312	Current ones seem not to be effective as some people can avoid being detected.	4	[4, 4, 2, 4, 3]	3.5	train
313	It is true only if we value the facts more than the ideas behind the events.	4	[3, 3, 3, 4, 4]	3.5	train
314	Instead, they show Britney Spears- who most likely isn't even a great fan of the soft drink- drinking Pepsi, while dancing, and singing a modified version of a song in one of her platinum records.	4	[2, 3, 4, 3, 3]	3.1666666666666665	train
315	He knows that there is no return in his help to others.	3	[3, 4, 3, 3, 4]	3.3333333333333335	test
316	Furthermore, my friends who are nineteen years old, drive their own car, and they would like to buy always another one.	3	[4, 3, 3, 4, 3]	3.3333333333333335	test
317	As the cities were smallers, it was less violence, noise, traffic...	3	[3, 3, 2, 3, 2]	2.6666666666666665	test
318	In malysia, there are a lot of cars.	4	[4, 3, 3, 3, 3]	3.3333333333333335	dev
319	So they are free to do all sorts of things, even if thez are cinsidered as dangerous or irrisponsble, such as bungee-jumping.	4	[2, 3, 2, 3, 3]	2.8333333333333335	dev
